"Accession","Title","Technology","Taxonomy","Data.Rows","Samples.Count","Series.Count","Contact","Release.Date"
"GPL4330","JCVI PFGRC Staphylococcus aureus 32K v5 array designed primarily based on strain MSSA476","spotted oligonucleotide","Staphylococcus aureus",5056,0,0,"PFGRC JCVI","Sep 15, 2006"
"GPL4331","JCVI PFGRC Staphylococcus aureus 32K v5 array designed primarily based on strain Mu50","spotted oligonucleotide","Staphylococcus aureus",5056,0,0,"PFGRC JCVI","Sep 15, 2006"
"GPL4332","JCVI PFGRC Staphylococcus aureus 32K v5 array designed primarily based on strain MW2","spotted oligonucleotide","Staphylococcus aureus",5056,0,0,"PFGRC JCVI","Sep 15, 2006"
"GPL4333","JCVI PFGRC Staphylococcus aureus 32K v5 array designed primarily based on strain N315","spotted oligonucleotide","Staphylococcus aureus",5056,0,0,"PFGRC JCVI","Sep 15, 2006"
"GPL4334","JCVI PFGRC Staphylococcus aureus 32K v5 array designed primarily based on strain pLW043","spotted oligonucleotide","Staphylococcus aureus",5056,0,0,"PFGRC JCVI","Sep 15, 2006"
"GPL3972","CIT M3 Mus musculus 1K BAC CGH array","spotted DNA/cDNA","Mus musculus",4412,2,1,"Marc-Henri Stern","Sep 14, 2006"
"GPL4008","CIT M2 Mus musculus 1K BAC CGH array","spotted DNA/cDNA","Mus musculus",4224,7,1,"Marc-Henri Stern","Sep 14, 2006"
"GPL4009","UBC/MSL C. neoformans serotype D 70K","spotted oligonucleotide","Cryptococcus neoformans var. neoformans",7738,67,15,"Won Hee Jung","Sep 14, 2006"
"GPL4305","Cotton_oligonucleotide_array_v1.0","spotted oligonucleotide","Gossypium arboreum;Gossypium hirsutum;Gossypium raimondii",27648,19,2,"Alan R Gingle","Sep 14, 2006"
"GPL4206","CE_printU","spotted DNA/cDNA","Caenorhabditis elegans",21888,3,1,"Michael Shapira","Sep 13, 2006"
"GPL4207","CE_printV","spotted DNA/cDNA","Caenorhabditis elegans",21504,1,1,"Michael Shapira","Sep 13, 2006"
"GPL4208","CE_printW","spotted DNA/cDNA","Caenorhabditis elegans",21888,14,1,"Michael Shapira","Sep 13, 2006"
"GPL4294","SBC Rat cDNA Microarray For GBE50 v1.0","spotted DNA/cDNA","Rattus norvegicus",12288,8,1,"Huasheng Xiao","Sep 13, 2006"
"GPL4296","JCVI PFGRC Neisseria gonorrhoeae 14K v1 array designed primarily based on strain FA1090","spotted oligonucleotide","Neisseria gonorrhoeae",6889,0,0,"PFGRC JCVI","Sep 13, 2006"
"GPL4297","JCVI PFGRC Neisseria gonorrhoeae 14K v1 array designed primarily based on strain MC58","spotted oligonucleotide","Neisseria gonorrhoeae",6889,0,0,"PFGRC JCVI","Sep 13, 2006"
"GPL4298","JCVI PFGRC Neisseria gonorrhoeae 14K v1 array designed primarily based on strain Z2491","spotted oligonucleotide","Neisseria gonorrhoeae",6889,0,0,"PFGRC JCVI","Sep 13, 2006"
"GPL4299","JCVI PFGRC Neisseria gonorrhoeae 30K v2 array designed primarily based on strain FA1090","spotted oligonucleotide","Neisseria gonorrhoeae",6889,0,0,"PFGRC JCVI","Sep 13, 2006"
"GPL4300","JCVI PFGRC Neisseria gonorrhoeae 30K v2 array designed primarily based on strain MC58","spotted oligonucleotide","Neisseria gonorrhoeae",6889,0,0,"PFGRC JCVI","Sep 13, 2006"
"GPL4301","JCVI PFGRC Neisseria gonorrhoeae 30K v2 array designed primarily based on strain Z2491","spotted oligonucleotide","Neisseria gonorrhoeae",6889,0,0,"PFGRC JCVI","Sep 13, 2006"
"GPL4307","JCVI PFGRC Plasmodium falciparum 31K v2 array designed primarily based on strain 3D7","spotted oligonucleotide","Plasmodium falciparum",5706,0,0,"PFGRC JCVI","Sep 13, 2006"
"GPL4308","JCVI PFGRC Pseudomonas aeruginosa 18K v1 array designed primarily based on strain PAO1","spotted oligonucleotide","Pseudomonas aeruginosa",6052,0,0,"PFGRC JCVI","Sep 13, 2006"
"GPL4309","JCVI PFGRC Porphyromonas gingivalis 10K v2 array designed primarily based on strain W83","spotted oligonucleotide","Porphyromonas gingivalis",2407,1,1,"PFGRC JCVI","Sep 13, 2006"
"GPL4310","JCVI PFGRC Rickettsia prowazekii 9K v1 array designed primarily based on strain Madrid E","spotted oligonucleotide","Rickettsia prowazekii",1893,0,0,"PFGRC JCVI","Sep 13, 2006"
"GPL4311","JCVI PFGRC Rickettsia prowazekii 9K v1 array designed primarily based on strain Wilmington","spotted oligonucleotide","Rickettsia prowazekii",1893,0,0,"PFGRC JCVI","Sep 13, 2006"
"GPL4312","JCVI PFGRC Salmonella typhimurium 31K v4 array designed primarily based on strain CT18","spotted oligonucleotide","Salmonella enterica subsp. enterica serovar Typhimurium",5972,0,0,"PFGRC JCVI","Sep 13, 2006"
"GPL4313","JCVI PFGRC Salmonella typhimurium 31K v4 array designed primarily based on strain LT2; SGSC 1412; ATCC 700720","spotted oligonucleotide","Salmonella enterica subsp. enterica serovar Typhimurium",5972,0,0,"PFGRC JCVI","Sep 13, 2006"
"GPL4314","JCVI PFGRC Salmonella typhimurium 31K v4 array designed primarily based on strain Ty2","spotted oligonucleotide","Salmonella enterica subsp. enterica serovar Typhimurium",5972,0,0,"PFGRC JCVI","Sep 13, 2006"
"GPL3749","MPIMG Homo sapiens 44K aCGH2_MPIMG_BERLIN","spotted DNA/cDNA","Homo sapiens",44640,32,3,"Reinhard Ullmann","Sep 12, 2006"
"GPL4288","UNC Saccharomyces cerevisiae 15K Yeast-CLK3","spotted DNA/cDNA","Saccharomyces cerevisiae",15360,1,2,"Jason D Lieb","Sep 12, 2006"
"GPL4290","JCVI PFGRC Mycobacterium tuberculosis 22K v2.1 array designed primarily based on strain CDC1551","spotted oligonucleotide","Mycobacterium tuberculosis",5250,0,0,"PFGRC JCVI","Sep 12, 2006"
"GPL4291","JCVI PFGRC Mycobacterium tuberculosis 22K v2.1 array designed primarily based on strain H37Rv","spotted oligonucleotide","Mycobacterium tuberculosis",5250,38,1,"PFGRC JCVI","Sep 12, 2006"
"GPL4292","JCVI PFGRC Mycobacterium tuberculosis 32K v3 array designed primarily based on strain CDC1551","spotted oligonucleotide","Mycobacterium tuberculosis",5250,12,1,"PFGRC JCVI","Sep 12, 2006"
"GPL4293","JCVI PFGRC Mycobacterium tuberculosis 32K v3 array designed primarily based on strain H37Rv","spotted oligonucleotide","Mycobacterium tuberculosis",5250,27,2,"PFGRC JCVI","Sep 12, 2006"
"GPL4295","CodeLink™   UniSet Mouse 20K I Bioarray","spotted oligonucleotide","Mus musculus",20287,6,1,"Nathaniel Treister","Sep 12, 2006"
"GPL4302","SHEB","spotted DNA/cDNA","Homo sapiens",43104,10,1,"Stanford Microarray Database (SMD)","Sep 11, 2006"
"GPL4281","JCVI PFGRC Listeria monocytogenes 27K v2 array designed primarily based on strain EGD-e","spotted oligonucleotide","Listeria monocytogenes",6827,6,3,"PFGRC JCVI","Sep 09, 2006"
"GPL4282","JCVI PFGRC Listeria monocytogenes 27K v2 array designed primarily based on strain 4b F2365","spotted oligonucleotide","Listeria monocytogenes",6827,101,1,"PFGRC JCVI","Sep 09, 2006"
"GPL4283","JCVI PFGRC Listeria monocytogenes 27K v2 array designed primarily based on strain 1/2a F6854","spotted oligonucleotide","Listeria monocytogenes",6827,0,0,"PFGRC JCVI","Sep 09, 2006"
"GPL4284","JCVI PFGRC Listeria monocytogenes 27K v2 array designed primarily based on strain 4b H7858","spotted oligonucleotide","Listeria monocytogenes",6827,0,0,"PFGRC JCVI","Sep 09, 2006"
"GPL4285","FHCRC Fly 7K v2.0","spotted DNA/cDNA","Drosophila melanogaster",6621,51,1,"Ryan Basom","Sep 09, 2006"
"GPL4286","JCVI PFGRC Mycobacterium smegmatis 30K v2 array designed primarily based on strain MC2","spotted oligonucleotide","Mycolicibacterium smegmatis",30000,0,0,"PFGRC JCVI","Sep 09, 2006"
"GPL4289","CCRI/Munson Haemophilus influenzae (NTHI) 11k spotted array v1.00","spotted oligonucleotide","Haemophilus influenzae 86-028NP;Haemophilus influenzae Rd KW20",10752,0,0,"William Clarence Ray","Sep 09, 2006"
"GPL4011","Small RNAs identified using 454 sequencing","other","Arabidopsis thaliana",49402,5,1,"Blake C. Meyers","Sep 08, 2006"
"GPL4108","NCI Operon Human MAQC","spotted oligonucleotide","Homo sapiens",37632,74,1,"Leming Shi","Sep 08, 2006"
"GPL4185","NCI Operon (second printing) Human MAQC","spotted oligonucleotide","Homo sapiens",36288,20,1,"Leming Shi","Sep 08, 2006"
"GPL4186","NMC (Norwegian Microarray Consortium) Operon Human MAQC","spotted oligonucleotide","Homo sapiens",36288,10,1,"Leming Shi","Sep 08, 2006"
"GPL4187","CapitalBio Operon Human MAQC (BIO and BIO1, two- and one-color)","spotted oligonucleotide","Homo sapiens",23232,30,1,"Leming Shi","Sep 08, 2006"
"GPL4188","Operon Human MAQC (OPN)","spotted oligonucleotide","Homo sapiens",37584,10,1,"Leming Shi","Sep 08, 2006"
"GPL4198","Gene Express StaRT-PCR (GEX) Human MAQC","RT-PCR","Homo sapiens",207,12,1,"Leming Shi","Sep 08, 2006"
"GPL4219","TeleChem ArrayIt Human Microarrays for MAQC (H25K and H25K1 , two- and one-color)","spotted oligonucleotide","Homo sapiens",27648,60,1,"Leming Shi","Sep 08, 2006"
"GPL4246","JCVI PFGRC Candida albicans 23K v1 array designed primarily based on strain SC5314","spotted oligonucleotide","Candida albicans",7501,0,0,"PFGRC JCVI","Sep 08, 2006"
"GPL4247","JCVI PFGRC Clostridium botulinum 17K v2 array designed primarily based on strain Hall_strain_A","spotted oligonucleotide","Clostridium botulinum",4118,0,0,"PFGRC JCVI","Sep 08, 2006"
"GPL4248","JCVI PFGRC Francisella tularensis 12K v1 array designed primarily based on strain F6168","spotted oligonucleotide","Francisella tularensis",2831,0,0,"PFGRC JCVI","Sep 08, 2006"
"GPL4249","JCVI PFGRC Francisella tularensis 12K v1 array designed primarily based on strain LVS","spotted oligonucleotide","Francisella tularensis",2831,0,0,"PFGRC JCVI","Sep 08, 2006"
"GPL4250","JCVI PFGRC Francisella tularensis 12K v1 array designed primarily based on strain Schu4","spotted oligonucleotide","Francisella tularensis",2831,4,1,"PFGRC JCVI","Sep 08, 2006"
"GPL4257","JCVI PFGRC Fusobacterium nucleatum 30K v2 array designed primarily based on strain ATCC10953","spotted oligonucleotide","Fusobacterium nucleatum",4730,0,0,"PFGRC JCVI","Sep 08, 2006"
"GPL4258","JCVI PFGRC Fusobacterium nucleatum 30K v2 array designed primarily based on strain ATCC_25586","spotted oligonucleotide","Fusobacterium nucleatum",4730,0,0,"PFGRC JCVI","Sep 08, 2006"
"GPL4264","JCVI PFGRC Helicobacter pylori 13K v2.1 array designed primarily based on strain 26695","spotted oligonucleotide","Helicobacter pylori",3072,0,0,"PFGRC JCVI","Sep 08, 2006"
"GPL4265","JCVI PFGRC Helicobacter pylori 13K v2.1 array designed primarily based on strain J99","spotted oligonucleotide","Helicobacter pylori",3072,0,0,"PFGRC JCVI","Sep 08, 2006"
"GPL4266","JCVI PFGRC Listeria monocytogenes 13K v1 array designed primarily based on strain EGD-e","spotted oligonucleotide","Listeria monocytogenes",6827,0,0,"PFGRC JCVI","Sep 08, 2006"
"GPL4267","JCVI PFGRC Listeria monocytogenes 13K v1 array designed primarily based on strain 4b F2365","spotted oligonucleotide","Listeria monocytogenes",6827,0,0,"PFGRC JCVI","Sep 08, 2006"
"GPL4268","JCVI PFGRC Listeria monocytogenes 13K v1 array designed primarily based on strain 1/2a F6854","spotted oligonucleotide","Listeria monocytogenes",6827,0,0,"PFGRC JCVI","Sep 08, 2006"
"GPL4269","JCVI PFGRC Listeria monocytogenes 13K v1 array designed primarily based on strain 4b H7858","spotted oligonucleotide","Listeria monocytogenes",6827,0,0,"PFGRC JCVI","Sep 08, 2006"
"GPL4273","UNC Saccharomyces cerevisiae 15K ORF_intergenic_P","spotted DNA/cDNA","Saccharomyces cerevisiae",15230,3,3,"Jason D Lieb","Sep 08, 2006"
"GPL4278","UNC Saccharomyces cerevisiae 18K ORF_INT_UNC_B","spotted DNA/cDNA","Saccharomyces cerevisiae",18432,23,3,"Jason D Lieb","Sep 08, 2006"
"GPL4279","UNC Saccharomyces cerevisiae 15K ORF_INT_UNC_CKL5","spotted DNA/cDNA","Saccharomyces cerevisiae",15360,12,2,"Jason D Lieb","Sep 08, 2006"
"GPL4263","CEA - DSV/DRR/SGF : ANG","spotted DNA/cDNA","Homo sapiens",8960,30,1,"Cyrille Petat","Sep 07, 2006"
"GPL3342","Riken Mouse 4K miRNA array version 1.0","spotted oligonucleotide","Mus musculus",3968,1,1,"Anthony CF Perry","Sep 06, 2006"
"GPL3350","Riken Mouse 4K miRNA array version 2.0","spotted oligonucleotide","Mus musculus",3968,5,1,"Anthony CF Perry","Sep 06, 2006"
"GPL3351","Riken Mouse 4K miRNA array version 3.0","spotted oligonucleotide","Mus musculus",3968,1,1,"Anthony CF Perry","Sep 06, 2006"
"GPL4072","11K Ovita Ovine Array print 70","spotted DNA/cDNA","Ovis aries",11520,37,4,"Orla Mary Keane","Sep 06, 2006"
"GPL4076","11K Ovita Ovine Array print 67","spotted DNA/cDNA","Ovis aries",11520,16,1,"Orla Mary Keane","Sep 06, 2006"
"GPL4077","20K Ovita Ovine Array print 73","spotted DNA/cDNA","Ovis aries",19968,20,3,"Orla Mary Keane","Sep 06, 2006"
"GPL4275","MLRG_Droso_15K_V1.1","spotted oligonucleotide","Drosophila melanogaster",15744,22,6,"Laurent Journot","Sep 06, 2006"
"GPL4040","NimbleGen Human Promoter Array","in situ oligonucleotide","Homo sapiens",363992,4,1,"Vinsensius B Vega","Sep 05, 2006"
"GPL4204","GE Healthcare/Amersham Biosciences CodeLink UniSet Human I Bioarray","spotted oligonucleotide","Homo sapiens",10752,128,2,"Hamid Hossain","Sep 05, 2006"
"GPL4262","SAGE:10:Sau3A:Sus scrofa","SAGE Sau3A","Sus scrofa",0,2,1,"GEO","Sep 05, 2006"
"GPL3542","Rosetta/Merck Mouse 25K v1.9 Array","in situ oligonucleotide","Mus musculus",22315,14,1,"Ignacio Munoz-Sanjuan","Sep 04, 2006"
"GPL3496","Pseudomonas syringae pv. tomato str. DC3000 5.6K array","in situ oligonucleotide","Pseudomonas syringae pv. tomato str. DC3000",5608,23,3,"Xiaoyan Tang","Sep 01, 2006"
"GPL3593","Amersham Biosciences Codelink uniset rat 1 Bioarray","spotted oligonucleotide","Rattus norvegicus",9911,27,2,"Jamal Khalife","Sep 01, 2006"
"GPL3774","IBMMPMC_Scerevisiae_12.8k_EGT_D290C","spotted DNA/cDNA","Saccharomyces cerevisiae",12800,18,1,"Patrice Godard","Sep 01, 2006"
"GPL3775","IBMMPMC_Scerevisiae_12.8k_EGT_G250E","spotted DNA/cDNA","Saccharomyces cerevisiae",12800,22,1,"Patrice Godard","Sep 01, 2006"
"GPL3926","Pfu gamma array v1.0","spotted DNA/cDNA","Pyrococcus furiosus",9216,21,1,"Jocelyne DiRuggiero","Sep 01, 2006"
"GPL3976","GRASP salmonid array, 16k v2.0 chip, updated data files 15 July 2005","spotted DNA/cDNA","Oncorhynchus mykiss;Salmo salar",17328,240,6,"Shaorong Li","Sep 01, 2006"
"GPL3980","UC Davis Human ENCODE array","in situ oligonucleotide","Homo sapiens",385149,72,10,"Victor X Jin","Sep 01, 2006"
"GPL3996","University of Michigan/Bergman Bacillus anthracis","in situ oligonucleotide","Bacillus anthracis",5913,0,0,"Nicholas Bergman","Sep 01, 2006"
"GPL4006","NIH/NIA_mouse_17k","spotted DNA/cDNA","Mus musculus",16896,30,1,"Christopher Dennis Toscano","Sep 01, 2006"
"GPL4070","Mouse Prostate MPEDB cDNA Array v2","spotted DNA/cDNA","Mus musculus",16192,33,2,"Denise Mauldin","Sep 01, 2006"
"GPL3410","LGTC Rat Compugen 4.5K long oligo array v1.0","spotted oligonucleotide","Rattus norvegicus",16416,6,1,"Jasper Saris","Aug 31, 2006"
"GPL4228","UCSF Gladstone Genomics Core Human 21k Oligo array (2003)","spotted oligonucleotide","Homo sapiens",21477,130,1,"Sergio Baranzini","Aug 31, 2006"
"GPL3441","VUMC MACF human 5K BAC v12","spotted DNA/cDNA","Homo sapiens",15552,64,7,"Daoud Sie","Aug 30, 2006"
"GPL3442","VUMC MACF human 5K BAC v16","spotted DNA/cDNA","Homo sapiens",15552,91,3,"Daoud Sie","Aug 30, 2006"
"GPL3443","VUMC MACF human 5K BAC v21","spotted DNA/cDNA","Homo sapiens",17328,96,4,"Daoud Sie","Aug 30, 2006"
"GPL4199","JCVI PFGRC Yersinia pestis 30K v2 array designed primarily based on strain KIM","spotted oligonucleotide","Yersinia pestis",5329,16,2,"PFGRC JCVI","Aug 30, 2006"
"GPL4201","JCVI PFGRC Yersinia pestis 11K v1 array designed primarily based on strain CO92","spotted oligonucleotide","Yersinia pestis",5329,6,1,"PFGRC JCVI","Aug 30, 2006"
"GPL4202","JCVI PFGRC Yersinia pestis 11K v1 array designed primarily based on strain KIM","spotted oligonucleotide","Yersinia pestis",5329,0,0,"PFGRC JCVI","Aug 30, 2006"
"GPL4205","JCVI PFGRC Actinobacillus actinomycetemcomitans 12K v1 array designed primarily based on strain HK1651","spotted oligonucleotide","Aggregatibacter actinomycetemcomitans",2803,0,0,"PFGRC JCVI","Aug 30, 2006"
"GPL4211","JCVI PFGRC Aspergillus fumigatus 11K v1 array designed primarily based on strain Af293","spotted oligonucleotide","Aspergillus fumigatus",10503,0,0,"PFGRC JCVI","Aug 30, 2006"
"GPL4212","JCVI PFGRC Aspergillus fumigatus 22K v2.1 array designed primarily based on strain Af293","spotted oligonucleotide","Aspergillus fumigatus",10503,0,0,"PFGRC JCVI","Aug 30, 2006"
"GPL4221","JCVI PFGRC Bacillus anthracis 13K v1 array designed primarily based on strain A2012","spotted oligonucleotide","Bacillus anthracis",6323,0,0,"PFGRC JCVI","Aug 30, 2006"
"GPL4222","JCVI PFGRC Bacillus anthracis 13K v1 array designed primarily based on strain Ames","spotted oligonucleotide","Bacillus anthracis",6323,0,0,"PFGRC JCVI","Aug 30, 2006"
"GPL4223","JCVI PFGRC Bacillus anthracis 27K v2 array designed primarily based on strain A2012","spotted oligonucleotide","Bacillus anthracis",6323,0,0,"PFGRC JCVI","Aug 30, 2006"
"GPL4224","JCVI PFGRC Bacillus anthracis 27K v2 array designed primarily based on strain Ames","spotted oligonucleotide","Bacillus anthracis",6323,0,0,"PFGRC JCVI","Aug 30, 2006"
"GPL4230","JCVI PFGRC Burkholderia mallei 32K v1 array designed primarily based on strain 1710b","spotted oligonucleotide","Burkholderia mallei",10326,0,0,"PFGRC JCVI","Aug 30, 2006"
"GPL4231","JCVI PFGRC Burkholderia mallei 32K v1 array designed primarily based on strain ATCC 23344","spotted oligonucleotide","Burkholderia mallei",10326,0,0,"PFGRC JCVI","Aug 30, 2006"
"GPL4232","JCVI PFGRC Burkholderia mallei 32K v1 array designed primarily based on strain GB8 horse 4","spotted oligonucleotide","Burkholderia mallei",10326,0,0,"PFGRC JCVI","Aug 30, 2006"
"GPL4233","JCVI PFGRC Burkholderia mallei 32K v1 array designed primarily based on strain K96243","spotted oligonucleotide","Burkholderia mallei",10326,0,0,"PFGRC JCVI","Aug 30, 2006"
"GPL4234","Sentrix Mouse-6 Expression BeadChip","oligonucleotide beads","Mus musculus",46133,303,17,"Illumina Inc.","Aug 30, 2006"
"GPL4235","JCVI PFGRC Chlamydia pneumoniae 10K v2 array designed primarily based on strain AR39","spotted oligonucleotide","Chlamydia pneumoniae",2565,0,0,"PFGRC JCVI","Aug 30, 2006"
"GPL4236","JCVI PFGRC Chlamydia pneumoniae 10K v2 array designed primarily based on strain CWL029","spotted oligonucleotide","Chlamydia pneumoniae",2565,0,0,"PFGRC JCVI","Aug 30, 2006"
"GPL4237","JCVI PFGRC Chlamydia pneumoniae 10K v2 array designed primarily based on strain J138","spotted oligonucleotide","Chlamydia pneumoniae",2565,0,0,"PFGRC JCVI","Aug 30, 2006"
"GPL4238","JCVI PFGRC Chlamydia pneumoniae 10K v2 array designed primarily based on strain D/UW-3/CX","spotted oligonucleotide","Chlamydia pneumoniae",2565,0,0,"PFGRC JCVI","Aug 30, 2006"
"GPL2731","Spotting_muscle_21OCT03","spotted DNA/cDNA","Sus scrofa",4608,118,2,"Laurence Liaubet","Aug 29, 2006"
"GPL3400","Affymetrix GeneChip Mapping Pre-Release 10K Array (ax13339)","in situ oligonucleotide","Homo sapiens",10043,9,2,"Ontario Genomics Innovation Centre (OGIC)","Aug 29, 2006"
"GPL3680","CBS - 7 genomes E. coli microarray","in situ oligonucleotide","Escherichia coli",271693,14,1,"Hanni Willenbrock","Aug 29, 2006"
"GPL4193","KLMBR Bacteriophage 40k V1.0","spotted DNA/cDNA","Geobacillus virus E2",276,1,1,"xiaobo zhang","Aug 26, 2006"
"GPL4226","UT Southwestern Saccharomyces cerevisiae Spotted ORF 7k Array","spotted DNA/cDNA","Saccharomyces cerevisiae",6911,4,1,"Kevin A Morano","Aug 26, 2006"
"GPL4181","BCM-Shaulsky-7744-v1","spotted DNA/cDNA","Dictyostelium discoideum",7744,144,1,"Ezgi Booth","Aug 25, 2006"
"GPL4196","Bovine muscle and adipose cDNA array1","spotted DNA/cDNA","Bos taurus",19200,77,1,"Yonghong Wang","Aug 25, 2006"
"GPL4197","Bovine muscle and adipose cDNA array2","spotted DNA/cDNA","Bos taurus",21168,70,1,"Yonghong Wang","Aug 25, 2006"
"GPL4213","SHFE","spotted DNA/cDNA","Homo sapiens",41472,31,1,"Howard Chang","Aug 25, 2006"
"GPL4214","SHFM","spotted DNA/cDNA","Homo sapiens",41472,17,1,"Howard Chang","Aug 25, 2006"
"GPL3929","Schistosoma mansoni microarray v1","spotted DNA/cDNA","Schistosoma mansoni",4608,52,4,"Katia Cristina Pereira Oliveira","Aug 24, 2006"
"GPL4191","CodeLink UniSet Human I Bioarray","spotted oligonucleotide","Homo sapiens",10458,49,3,"Mandal. K. Singh","Aug 23, 2006"
"GPL4182","ORF_intergenic_E","spotted DNA/cDNA","Saccharomyces cerevisiae",16896,9,4,"Jason D Lieb","Aug 22, 2006"
"GPL4183","ORF_intergenic_J","spotted DNA/cDNA","Saccharomyces cerevisiae",16896,15,4,"Jason D Lieb","Aug 22, 2006"
"GPL4184","ORF_intergenic_K","spotted DNA/cDNA","Saccharomyces cerevisiae",16512,8,4,"Jason D Lieb","Aug 22, 2006"
"GPL4189","Trichoderma array (1.5 K) 'est_unig1'","spotted DNA/cDNA","Trichoderma atroviride",1655,6,1,"Enrique Ibarra Laclette","Aug 22, 2006"
"GPL4200","NCI/ATC Mm-MEEBO","spotted oligonucleotide","Mus musculus",38908,314,13,"David Petersen","Aug 22, 2006"
"GPL4048","Genopole Mouse oligo array from MWG version 1","spotted oligonucleotide","Homo sapiens;Mus musculus",19152,56,1,"Isabelle CASSAR-MALEK","Aug 19, 2006"
"GPL4097","TaqMan Human MAQC (TAQ)","RT-PCR","Homo sapiens",1044,16,1,"Leming Shi","Aug 19, 2006"
"GPL4098","Panomics Human MAQC (QGN)","other","Homo sapiens",245,12,1,"Leming Shi","Aug 19, 2006"
"GPL3599","CDS-Chlamy-1.1","spotted DNA/cDNA","Chlamydomonas reinhardtii",12704,45,1,"Stanford Microarray Database (SMD)","Aug 18, 2006"
"GPL3871","FUGE Hs-OperonV3","spotted oligonucleotide","Homo sapiens",34624,7,1,"Bjorn Grinde","Aug 18, 2006"
"GPL4080","OSUGW_MG_21K_vA.7.1.1","in situ oligonucleotide","Pyricularia grisea",20579,1,1,"Mohan B Raghupathy","Aug 18, 2006"
"GPL4096","Eppendorf DualChip Human MAQC (EPP)","spotted DNA/cDNA","Homo sapiens",294,60,1,"Leming Shi","Aug 18, 2006"
"GPL4104","Tufts Homo sapiens 21K V2.1.2","spotted oligonucleotide","Homo sapiens",21341,27,1,"Ralph Isberg","Aug 17, 2006"
"GPL4105","NSF Rice Oligonucleotide Array 45K (23K A)","spotted oligonucleotide","Oryza sativa",23232,18,2,"Jia Liu","Aug 17, 2006"
"GPL4106","NSF Rice Oligonucleotide Array 45K (23K B)","spotted oligonucleotide","Oryza sativa",23232,18,2,"Jia Liu","Aug 17, 2006"
"GPL4109","Brandeis/Harvard Drosophila Melanogaster 3.7K","spotted DNA/cDNA","Drosophila melanogaster",3795,6,1,"Meghana M Kulkarni","Aug 17, 2006"
"GPL4112","Agilent-013863 Human Promoter ChIP-on-Chip Set, Microarray 1 of 10 (G4483A)","in situ oligonucleotide","Homo sapiens",44290,0,0,"Agilent Technologies","Aug 17, 2006"
"GPL4113","Agilent-013864 Human Promoter ChIP-on-Chip Set, Microarray 2 of 10 (G4483A)","in situ oligonucleotide","Homo sapiens",44290,0,0,"Agilent Technologies","Aug 17, 2006"
"GPL4114","Agilent-013865 Human Promoter ChIP-on-Chip Set, Microarray 3 of 10 (G4483A)","in situ oligonucleotide","Homo sapiens",44290,0,0,"Agilent Technologies","Aug 17, 2006"
"GPL4115","Agilent-013866 Human Promoter ChIP-on-Chip Set, Microarray 4 of 10 (G4483A)","in situ oligonucleotide","Homo sapiens",44290,0,0,"Agilent Technologies","Aug 17, 2006"
"GPL4116","Agilent-013867 Human Promoter ChIP-on-Chip Set, Microarray 5 of 10 (G4483A)","in situ oligonucleotide","Homo sapiens",44290,0,0,"Agilent Technologies","Aug 17, 2006"
"GPL4117","Agilent-013868 Human Promoter ChIP-on-Chip Set, Microarray 6 of 10 (G4483A)","in situ oligonucleotide","Homo sapiens",44290,0,0,"Agilent Technologies","Aug 17, 2006"
"GPL4118","Agilent-013869 Human Promoter ChIP-on-Chip Set, Microarray 7 of 10 (G4483A)","in situ oligonucleotide","Homo sapiens",44290,0,0,"Agilent Technologies","Aug 17, 2006"
"GPL4119","Agilent-013870 Human Promoter ChIP-on-Chip Set, Microarray 8 of 10 (G4483A)","in situ oligonucleotide","Homo sapiens",44290,0,0,"Agilent Technologies","Aug 17, 2006"
"GPL4120","Agilent-013871 Human Promoter ChIP-on-Chip Set, Microarray 9 of 10 (G4483A)","in situ oligonucleotide","Homo sapiens",44290,0,0,"Agilent Technologies","Aug 17, 2006"
"GPL4121","Agilent-013872 Human Promoter ChIP-on-Chip Set, Microarray 10 of 10 (G4483A)","in situ oligonucleotide","Homo sapiens",44290,0,0,"Agilent Technologies","Aug 17, 2006"
"GPL4122","Agilent-013879 Human ENCODE ChIP-onChip Set V2, Microarray 1 of 2 (G4485A)","in situ oligonucleotide","Homo sapiens",44290,0,0,"Agilent Technologies","Aug 17, 2006"
"GPL4123","Agilent-013880 Human ENCODE ChIP-onChip Set V2, Microarray 2 of 2 (G4485A)","in situ oligonucleotide","Homo sapiens",44290,0,0,"Agilent Technologies","Aug 17, 2006"
"GPL4124","Agilent-014706 Human Promoter ChIP-on-Chip Set 244K, Microarray 1 of 2 G4489A (Feature Number version)","in situ oligonucleotide","Homo sapiens",243504,130,25,"Agilent Technologies","Aug 17, 2006"
"GPL4125","Agilent-014707 Human Promoter ChIP-on-Chip Set 244K, Microarray 2 of 2 G4489A (Feature Number version)","in situ oligonucleotide","Homo sapiens",243504,130,25,"Agilent Technologies","Aug 17, 2006"
"GPL4126","Agilent-014791 Human CpG Island ChIP-on-Chip Microarray 244K (G4492A) (Feature Number version)","in situ oligonucleotide","Homo sapiens",243504,325,26,"Agilent Technologies","Aug 17, 2006"
"GPL4127","Agilent-014792 Human ENCODE ChIP-on-Chip Microarray 244K (G4495A)","in situ oligonucleotide","Homo sapiens",243504,12,2,"Agilent Technologies","Aug 17, 2006"
